,problem_text,topic
146,"Petia took an arbitrary natural number, multiplied it by 5, then multiplied it again by 5, and so on. Is it true that from one point on all the numbers that Peti gets will contain 5 in his decimal place?",number_theory
147,"All expressions of the species are multiplied (with all kinds of combinations of signs). Prove that the result (a) is the whole number, (b) is the square of the whole number.",number_theory
148,"Ali Baba stands with a large bag of coins in the corner of an empty rectangular cave the size of m×n cells painted in chess order. From any cell, he can take a step to any of the four adjacent cells (up, down, to the right or to the left) and he must either put one coin in that cage or take one coin out of it, unless it is empty.",graphs
149,"Prove that the sum of squares of three natural numbers, reduced by 7, is not divided by 8.",number_theory
150,"There are 100 narcs in a circle. Under one of them, a coin is hidden. In one move, it is allowed to turn four narcs and see if there is a coin under one of them. After that, they are returned to their original position, and the coin is moved under one of their neighbors. What is the lowest number of moves that can be found?",number_theory
151,"The sequence of words from the letters ""A"" and ""B"" is considered. The first word is ""A"", the second word is ""B"".",number_theory
152,"( b) Some cities are connected by one-way roads, with 40 roads in each city and 40 roads out of each city, and show that every city can be reached by no more than three roads.",combinatorics
153,"At your birthday, Vasi had 10 guys (including Vasyu), and it turned out that each of these two guys had a grandpa in common, so prove that seven of them had a grandfather in common.",dirichlet
154,The country is called a five if each city is connected by airlines with exactly five other cities (no international flights). (a) Draw a pattern of airlines for a five country out of 10 cities. (b) How many airlines in a five country out of 50 cities? (c) Can there be a five country with exactly 46 airlines?,graphs
155,"It is known that the radius of the circle is 2, AC = and CDA + ABM = 9BAC. Find a cross-section AD. It is known that the distance of the AB side to the peak of B at point D. It is known that the radius of the circle is 2, KM = and MNK + KML = 4LM. It is known that the distance of the KL side of the triangle is 2 [the angle between the tangent and the chord].",geometry
156,Prove the error of the following entries: (a) 4237·27925 = 118275855; (b) 42971064: 8264 = 5201; (c) 19652 = 3761225; (g) = 23.,number_theory
157,Send a comment Decision Task 53724 Themes: [Listed quadrilaterals (other)] [Four dots on the same circle] Complexity: 4Klass: 8.9 The ABCD quadrilateral is placed in a circle with centre O. Prove that the four dots that are perpendicular to the AB and CD dots cross the AB and the BD diagonals are on the same circle. Send a comment Decision 57537 Themes: [Extrend dots of the triangle] [Four dots on the same circle] [Theorem of sinus] [A written angle based on diameter] [the largest or the smallest length] Complex: 4Klass: 9.10 From the M point of the described circle of the ABC triangle are dropped perpendicular to MP and MQ on straight AB and AC. In which position of the M point is the length of the PQ is maximum?,geometry
158,"On a board of 15 x 15 cells, they set up 15 lads that don't beat each other, then each of them moved the horse, and prove that now there are two rooks that will beat each other.",invariant
159,There are arrows on the sides of some polygon. Prove that the number of vertices that comprise two arrows is equal to the number of vertices from which two arrows come out.,combinatorics
160,"In a certain town, there are exactly three streets on each intersection, and the streets are painted in three colors so that there are three different colors on each intersection, and there are three roads out of the city, and you can prove that they have different colors.",graphs
161,Prove that there are two of the 50 people who have an even number of common acquaintances (perhaps 0) among the remaining 48.,combinatorics
162,Baron Munhhausen said that he had a map of Oz with five cities. Each two cities is connected by a road that doesn't pass through the other cities. Each road crosses not more than one other road (and not more than once). The roads are yellow or red (in the color of the bricks that are made) and the colours of the roads that come out of it alternate around each city. Can the words of the baron be true?,graphs
163,"There are 100 narcs in a circle. Under one of them, a coin is hidden. In one move, it is allowed to turn four narcs and see if there is a coin under one of them. After that, they are returned to their original position, and the coin is moved under one of their neighbors. What is the lowest number of moves that can be found?",invariant
164,"In the 3x3 square cells, the numbers are set (figure on the left). Allowed for the numbers in the two adjacent cells to add the same number at the same time, not necessarily positive. Can you at any point get the square with the numbers as in the drawing on the right? (Cages are considered neighbouring if they have a common side.)",invariant
165,Every two cities in the country are connected by a one-way road to prove that there is a city from which no more than two roads can be driven.,graphs
166,"A ""crocodile"" is a figure that moves into a cell that can be moved into one cell vertically or horizontally and then into N cells in a perpendicular direction (at N = 2 ""crocodile"" is a chess horse). What is the N ""crocodile"" that can pass from every cell of an infinite chess board to any other?",number_theory
167,Find all such numbers a that for any natural n the number an(n + 2)(n + 3)(n + 4) will be whole.,number_theory
